2015,23,06/13/2015,9,WA,Tacoma,7,139,1,3,5,28,102
2015,24,06/20/2015,9,WA,Tacoma,14,147,0,1,9,26,111
2015,25,06/27/2015,9,WA,Tacoma,7,130,1,2,7,29,91
2015,26,07/04/2015,9,WA,Tacoma,0,103,1,2,6,22,72
2015,27,07/11/2015,9,WA,Tacoma,9,138,5,0,11,24,98
2015,28,07/18/2015,9,WA,Tacoma,8,146,2,0,8,33,103
2015,29,07/25/2015,9,WA,Tacoma,11,127,1,1,6,23,96
2015,30,08/01/2015,9,WA,Tacoma,9,137,0,1,10,27,99
2015,31,08/08/2015,9,WA,Tacoma,13,130,2,0,5,30,93
2015,32,08/15/2015,9,WA,Tacoma,13,118,1,2,8,32,75
2015,33,08/22/2015,9,WA,Tacoma,8,129,1,2,6,22,98
2015,34,08/29/2015,9,WA,Tacoma,3,113,3,2,5,19,84
2015,35,09/05/2015,9,WA,Tacoma,10,127,2,0,8,25,92
2015,36,09/12/2015,9,WA,Tacoma,4,103,1,2,11,19,70
2015,37,09/19/2015,9,WA,Tacoma,9,116,1,4,6,21,84
2015,38,09/26/2015,9,WA,Tacoma,9,130,3,0,6,25,96
2015,39,10/03/2015,9,WA,Tacoma,9,133,2,1,10,33,87
2015,40,10/10/2015,9,WA,Tacoma,7,125,1,2,5,25,92
2015,41,10/17/2015,9,WA,Tacoma,13,136,1,1,5,33,96
2015,42,10/24/2015,9,WA,Tacoma,9,118,2,0,5,21,90
2015,43,10/31/2015,9,WA,Tacoma,13,132,2,3,3,25,99
2015,44,11/07/2015,9,WA,Tacoma,10,144,0,1,6,35,102
2015,45,11/14/2015,9,WA,Tacoma,4,134,1,1,7,33,92
2015,46,11/21/2015,9,WA,Tacoma,12,135,2,3,9,30,91
2015,47,11/28/2015,9,WA,Tacoma,9,116,0,3,7,21,85
2015,48,12/05/2015,9,WA,Tacoma,14,144,0,4,5,27,108
2015,49,12/12/2015,9,WA,Tacoma,7,106,0,2,4,21,79
2015,50,12/19/2015,9,WA,Tacoma,8,145,0,2,5,29,109
2015,51,12/26/2015,9,WA,Tacoma,8,133,0,3,6,25,99
2015,52,01/02/2016,9,WA,Tacoma,11,135,2,1,9,28,95
